Name,Address,Grades,Tips,Sentiment,Latitude,Longitude 
Dunkin Donuts,"'736 Cambridge St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3489582,-71.1476809
Dunkin Donuts,"'210 Harvard Ave.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3498797,-71.1303704
Dunkin Donuts,"'218 Congress St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3519454,-71.0512884
Dunkin Donuts,"'598 Washington.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3527849,-71.0625733
Dunkin Donuts,"'417 Washington St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3558635,-71.0604975
Dunkin Donuts,"'214 North Beacon.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3559035,-71.1490829
Dunkin' Donuts (Brighton),"'350 Washington St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3562818,-71.0588856
Dunkin Donuts,"'77 Milk St St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.356784,-71.0567493
Dunkin Donuts,"'330 Washington St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.356986,-71.0589366
Dunkin' Donuts,"'7 Otis Pl.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3571336,-71.0720313
Dunkin Donuts,"'89 Broad St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3573324,-71.0532338
Dunkin' Donuts,"'22 Beacon St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3577097,-71.0627662
Dunkin Donuts,"'70 East India Ro.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3584528,-71.0510068
Dunkin' Donuts,"'16 Tremont St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3589248,-71.0595957
Dunkin' Donuts-Watermark,"'111 State St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3590743,-71.0547982
Dunkin Donuts,"'100 Cambridge St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3605873,-71.0622171
Dunkin Donuts',"'20 North St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3606958,-71.0563511
Dunkin' Donuts,"'106 Cambridge St.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3610448,-71.0631847
Dunkin Donuts/Airside,"'200 Logan Airport Trmnl B.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3645818,-71.0195813
Dunkin Donuts(Arrival),"'100 Logan Airport Trmnl A.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3660751,-71.020461
Dunkin Donuts(Departure),"'100 Logan Airport Trmnl A.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3660751,-71.020461
Dunkin Donuts,"'15 Transportation Wy.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3684268,-71.0302113
Dunkin' Donuts(Rmg Donuts Llc),"'13 Maverick Sq.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3688379,-71.039319
Dunkin Donuts,"'100 Service Rd.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3695775,-71.0236201
Dunkin Donuts,"'39 First Ave.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.375751,-71.053617
Dunkin Donuts,"'300 Terminal Rd.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3816454,-71.0553531
Dunkin Donuts Kiosk,"'300 Terminal Rd.,Boston,MA,USA'",'A','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3816454,-71.0553531
Marriott Copley Plaza (28Th Fl.),"'110 Huntington Ave.,Boston,MA,USA'",'A','Gorgeous having breakfast seeing this Boston amazing view!! I pretty recommend this hotel!!; Internet works terrible here',-0.161979167,42.3470204,-71.0792887
Marriott/Copley Connexion Lounge,"'110 Huntington Ave.,Boston,MA,USA'",'A','Gorgeous having breakfast seeing this Boston amazing view!! I pretty recommend this hotel!!; Internet works terrible here',-0.161979167,42.3470204,-71.0792887
Mcdonald's Restaurant,"'511 Gallivan Bl.,Boston,MA,USA'",'A','Introducing sweet  savory chicken for breakfast  available all day. Served on your choice of a flaky biscuit  sweet McGriddles Cakes or toasted  buttery McMuffin. YAAAS. Enough said.; Try the New Sriracha Mac Sauceâ„¢ on a Big MacÂ® or on the side to dip your McNuggetsÂ® or Fries. Itâ€™s given a kick to the classic you love.; Disappointed; Stay away. Long lines  unfriendly service and substandard even for McDonald's food.; Hhhmm I was there tonight they were nice to me anyhow sorry others had a bad experience',-0.139848485,42.282302,-71.055172
Mcdonalds,"'700 Atlantic Ave.,Boston,MA,USA'",'A','Introducing sweet  savory chicken for breakfast  available all day. Served on your choice of a flaky biscuit  sweet McGriddles Cakes or toasted  buttery McMuffin. YAAAS. Enough said.; Try the New Sriracha Mac Sauceâ„¢ on a Big MacÂ® or on the side to dip your McNuggetsÂ® or Fries. Itâ€™s given a kick to the classic you love.; Disappointed; Stay away. Long lines  unfriendly service and substandard even for McDonald's food.; Hhhmm I was there tonight they were nice to me anyhow sorry others had a bad experience',-0.139848485,42.351854,-71.0551404
Mcdonald's,"'700 Atlantic Ave.,Boston,MA,USA'",'A','Introducing sweet  savory chicken for breakfast  available all day. Served on your choice of a flaky biscuit  sweet McGriddles Cakes or toasted  buttery McMuffin. YAAAS. Enough said.; Try the New Sriracha Mac Sauceâ„¢ on a Big MacÂ® or on the side to dip your McNuggetsÂ® or Fries. Itâ€™s given a kick to the classic you love.; Disappointed; Stay away. Long lines  unfriendly service and substandard even for McDonald's food.; Hhhmm I was there tonight they were nice to me anyhow sorry others had a bad experience',-0.139848485,42.351854,-71.0551404
The Wild Rover Tavern,"'61 Chatham St.,Boston,MA,USA'",'A',"'They have foreign songs in their karaoke list but they don't allow you to play them because ""they don't wanna get fired"". Worst karaoke ever.; $2 bud and bud light drafts  cheap frozen drinks  karaoke  dj and dance floor every night of the week  and kitchen is open late. I always bring my friends who are visiting Boston here!; Depending on what day of the week  this place is kind of dead but weekends are nice!; Go crazy and dance the night away. Karaoke downstairs.; Beer for a dollar and 50 cents.'",-0.134583333,42.3595815,-71.0540135
Beta Burger Inc,"'1437 Tremont St.,Boston,MA,USA'",'A','Try the chicken sandwich too. Beta burger is not just for burgers.; Sous-vide fast food burgers. Who would have thought.; Sneak peak... Opening in Oct. '15. Customizable burgers  cooked in sous vide ovens to retain maximum juiciness. Say hi to Adrian (owner) if he's there. #GOODEATS',-0.133333333,42.3318991,-71.0964117
El Triunfo Restaurant,"'147 E Berkeley St.,Boston,MA,USA'",'A','Ordered delivery from here and was very disappointed. I didn't like my shrimp tacos  should have gotten a burrito.; The only Mexican place I have been to that has kafta as one of the meat options.; They don't charge for double meat.; Newbies be warned: This is primarily a takeout place. If you want to eat in  you'll need to snag one of the three available seats.; Screw Boloco and Qudoba when you got El Triunfo!!',-0.115,42.3434733,-71.064845
Munch Mobile Kitchen,"'1 Citywide St.,Boston,MA,USA'",'A','The kimchi pimento hot dog will live up to your childhood expectations; Get the chicken sliders. Pulled chicken with house pickles and a slab of blue cheese on a toasted Iggy's bun',-0.103409091,42.3493824,-71.0777334
Sodexo U Mass Boston Express,"'100 Wm T Morrissey Bl.,Boston,MA,USA'",'A','The Rubens are delish; The fish is ok. The filet mignon is amazing.; This U-Haul fill propane tanks.; Eric is a moron. Don't listen to his tip. There is no food here!!!; Try the fish.',-0.09,42.315672,-71.0479068
Starbucks Coffee(E-Fc),"'500 Logan Airport Trmnl E.,Boston,MA,USA'",'A','Hot or cold  it is the best $4 coffee anywhere.; Ok the last 3 times I have come here  they put chocolate drizzle on my frappuchino! I shouldn't have to say no drizzle since it doesn't come with it anyway!!!; Crowded or not  always very slow here; Trat receipt: in Aug. keep your a.m. receipt for $2 cold drink after 2 pm.; If the old lady is working it'd be quicker to find a closer Starbucks than wait 20 mins for coffee.',-0.084666667,42.3685769,-71.0228005
Best Western Roundhouse,"'8 Gerard St.,Boston,MA,USA'",'A','This place is flat out awful....; This place is gross.  Found food left in the fridge.  And stained pillows; Okay hotel just outside the city centre. Rooms are good  a little old and worn out but clean. The breakfast was ok  but it was not good that the plates and cutlery was plastic and for one time use.; Friendly helpful staff. Decent breakfast. A 10 min walk from Andrews subway. Get at week pass for the subway if you're staying here longer - well worth it.; The staff are incredibly rude! And when I checked in  there were garbage bags in every hallway.',-0.080659722,42.331719,-71.071493
Best Western Plus Roundhouse Suites,"'891 Massachusetts Ave.,Boston,MA,USA'",'A','This place is flat out awful....; This place is gross.  Found food left in the fridge.  And stained pillows; Okay hotel just outside the city centre. Rooms are good  a little old and worn out but clean. The breakfast was ok  but it was not good that the plates and cutlery was plastic and for one time use.; Friendly helpful staff. Decent breakfast. A 10 min walk from Andrews subway. Get at week pass for the subway if you're staying here longer - well worth it.; The staff are incredibly rude! And when I checked in  there were garbage bags in every hallway.',-0.080659722,42.3317508,-71.0714744
Cuppa Coffee,"'275 Albany St.,Boston,MA,USA'",'A','Coffee an Aussie can order with confidence!; Get a meat pie and a flat white.; Flat white + meat pie = morning perfection; Their meat pies are great  though a little greasy. The tea is high quality as well  no Lipton here.; Cold brew  house blend',-0.0735,42.343611,-71.062692
Cuppa Coffee,"'699 Boylston St.,Boston,MA,USA'",'A','Coffee an Aussie can order with confidence!; Get a meat pie and a flat white.; Flat white + meat pie = morning perfection; Their meat pies are great  though a little greasy. The tea is high quality as well  no Lipton here.; Cold brew  house blend',-0.0735,42.3498853,-71.0792295
Mangia Neapolitan Pizzeria,"'537 Columbus Ave.,Boston,MA,USA'",'A','The pizza while fresh  was pretty bland and all the aide items - fries  mozzarella sticks  chicken fingers are run of the mill pre-cooked/frozen piles of yuck.  Not worth the money',-0.073333333,42.3417001,-71.0807732
73 Cafe,"'73 Tremont St.,Boston,MA,USA'",'A','Try the chicken caesar with walnuts!; Use your Ram Card here!; A very classy cafe-like atmosphere with a very well rounded menu.  I highly recommend the sandwiches here over anywhere else on the suffolk campus.; Nifty little place that just opened up. Adjoined to Suffolk's library  great for a quick  but gourmet  bite between classes.',-0.067847222,42.3578231,-71.0610172
Lee Chen's,"'473 W Broadway.,Boston,MA,USA'",'A','General Gau's burrito? You kidding me? They're not kidding. They really stuff General Gau's chicken and rice into a tortilla and serve it to your drunk face.; Nothing special just another fast food restaurant; Get the chicken  steak  chili beef  white rice  cheese  guac  death.',-0.06047619,42.3355438,-71.0461709
Suffolk Downs-Padduck,"'111 Waldemar Ave.,Boston,MA,USA'",'A','Permanently closed due to financial trouble :(; You look like a dickhead if you come dressed for Churchill.; Bring plenty of cash--there's no ATM on site. And don't forget to buy a $2 program!; A historic thoroughbred racetrack  open since 1935.  In recent years it has also become a venue for concerts.; For those who don't know there is no ATM onsite.',-0.047,42.392316,-71.0029964
Suffolk Downs-Stands,"'111 Waldemar Ave.,Boston,MA,USA'",'A','Permanently closed due to financial trouble :(; You look like a dickhead if you come dressed for Churchill.; Bring plenty of cash--there's no ATM on site. And don't forget to buy a $2 program!; A historic thoroughbred racetrack  open since 1935.  In recent years it has also become a venue for concerts.; For those who don't know there is no ATM onsite.',-0.047,42.392316,-71.0029964
Suffolk Downs-Terrace,"'111 Waldemar Ave.,Boston,MA,USA'",'A','Permanently closed due to financial trouble :(; You look like a dickhead if you come dressed for Churchill.; Bring plenty of cash--there's no ATM on site. And don't forget to buy a $2 program!; A historic thoroughbred racetrack  open since 1935.  In recent years it has also become a venue for concerts.; For those who don't know there is no ATM onsite.',-0.047,42.392316,-71.0029964
Vineyard Grille,"'500 Terminal Rd.,Boston,MA,USA'",'A','Don't get the burger; Poor value.; Some of the seats are only available if you are ordering food.  Be sure to wait to be seated if you are only drinking.; Chef burger - Sunday brunch of champions!; Power outlets at the bar  though not a every seat.',-0.035,42.3816475,-71.0553567
Jim Roche Ice Arena,"'1275 Vfw Pk.,Boston,MA,USA'",'A','Dress warm: it's cold for a skating rink :); You can skate for just 5$ + it's on the parkway so traffic isn't really ever that bad.; Public skate 5$',-0.027777778,42.2762072,-71.1729549
Ray & Joan Kruk Community Center,"'650 Dudley St.,Boston,MA,USA'",'A','Go see Alex for the mani/pedi special. She's adorable and I love getting my nails done by her!; What a relaxing time  coffee and smooth r&b music!; RUDE OWNER!!! BAD CUSTOMER SERVICE!!THe owner yelled at me and hang me up twice when I tried to call to make a appointment.; Use your Ram Card here!; Don't go here if you're poor.',-0.009784226,42.3195436,-71.0701805
The Lansdowne,"'9 Lansdowne St.,Boston,MA,USA'",'A','Awesome place to grab food and drinks before the game.; Location location location; Cool place and crowded nights; Go check out one of the side bars. Less line.; Easiest place to get in for food or a drink before a game. Go Sox!',-0.003333333,42.3473202,-71.0951975
Tiger Mama,"'1363 Boylston St.,Boston,MA,USA'",'A','All of the food is over-spiced and expensive. Not horrible  but you can do better.; Singapore street noodles!; Two words: pig rice.; A nice place to have food & drinks with friends. The small plates are good and easily shared.; Tried their lunch menu and their pho had absolutely no flavor. Terrible.',-0.0025,42.3439679,-71.1000142
Mt. Olympic Pizza,"'187 Wolcott Sq.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.2371442,-71.1323704
Readville Tavern Inc.,"'11 Wolcott Ct.,Boston,MA,USA'",'A','',0,42.2384186,-71.1298618
Starbucks Coffee No. 7531,"'12 Winter St.,Boston,MA,USA'",'A','',0,42.2483561,-71.1280655
Domino's Pizza (695 Truman Pkwy),"'695 Truman Hw.,Boston,MA,USA'",'A','',0,42.2525851,-71.1188182
Antonios Bacaro,"'1 Fairmount Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.255407,-71.121167
Macumba Latina,"'477 River St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.2682068,-71.0931137
Afc Sushi @ Shaw's No. 539,"'75 Spring St.,Boston,MA,USA'",'A','',0,42.2787237,-71.1632963
Parkway Little League Stand,"'315 Baker St.,Boston,MA,USA'",'A','',0,42.279657,-71.1675988
Dunkin Donuts (895 Morton St.),"'895 Morton St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.280475,-71.0841417
Ria Cafe,"'5 Bellevue St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.2835497,-71.1567609
Coffee Cup (Ashmont Station Southbound Side),"'1906 Dorchester Ave.,Boston,MA,USA'",'A','',0,42.2842699,-71.064477
Subway,"'4238 Washington St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.2858292,-71.128444
Starbucks Coffee Co. No. 7808,"'1804 Centre St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.2871077,-71.1525024
Only One Jamaican Restaurant,"'160 Norfolk St.,Boston,MA,USA'",'A','Yummy food',0,42.2871286,-71.0786368
Breakfast & Burgers,"'962 Blue Hill Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.2908986,-71.0889468
El Sazon De Las Munecas Inc,"'264 Hyde Park Ave.,Boston,MA,USA'",'A','',0,42.292523,-71.1175263
Carver Den,"'80 Talbot Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.29418,-71.084159
Franklin Park Snack Bar,"'1 Franklin Park Rd.,Boston,MA,USA'",'A','',0,42.302786,-71.08681
Vaughn's Fish N Chips,"'1 Erie St.,Boston,MA,USA'",'A','',0,42.3033823,-71.0785534
Il Panino Express,"'172 South St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.303955,-71.1144594
Fresh Food Generation,"'1345 Dorchester Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.304428,-71.059972
Sarah Care,"'1225 Dorchester Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.308859,-71.058521
The Pink Samurai,"'658 Centre St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.312789,-71.1139977
Commonwealth Coffee Company Llc,"'196 Quincy St.,Boston,MA,USA'",'A','',0,42.3132151,-71.0743782
Just Add Cooking,"'196 Quincy St.,Boston,MA,USA'",'A','',0,42.3132151,-71.0743782
Tia's Cakes And Pastries,"'196 Quincy St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.3132151,-71.0743782
Zuki Foods Llc,"'196 Quincy St.,Boston,MA,USA'",'A','',0,42.3132151,-71.0743782
Restaurant At 33 Hancock,"'33 Hancock St.,Boston,MA,USA'",'A','',0,42.3143101,-71.0658176
Bella Luna Restaurant @ The Brewery,"'284 Amory St.,Boston,MA,USA'",'A','Bella Luna Restaurant',0,42.3145192,-71.10371
Hissho Sushi @ Umass Boston,"'100 William T Morrissey Bl.,Boston,MA,USA'",'A','',0,42.315672,-71.0479068
Sodexo Umass-Atrium,"'100 William T Morrissey Bl.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.315672,-71.0479068
Starbucks Coffee No. 7564,"'60 Boylston St.,Boston,MA,USA'",'A','',0,42.317296,-71.106424
Camp Harborview,"'Long Island.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.3209197,-70.9650822
Rey Del Pollo,"'109 Blue Hill Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.3212039,-71.0775256
Venetian Garden,"'1269 Massachusetts Ave.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.3215004,-71.0626292
Casa Real Mexican Food,"'856 Dorchester Ave.,Boston,MA,USA'",'A','',0,42.3215305,-71.0565687
Pizza Oggi,"'8 Perkins St.,Boston,MA,USA'",'A','No tips from Foursquare!',0,42.3216986,-71.1106635
