Name,Address,Grades,Tips,Sentiment,Latitude,Longitude 
Al's State St. Cafe,"'112 State.,Boston,MA,USA'",'A; B; C','Have your order ready because once you are at the front  they are fast!; Any Philly expats will appreciate the steak and cheese here - not quite a steak  but pretty close. All sandwiches are solid choices - probably the best value for subs in Boston.; Muy buenos subs y barato; Best chicken salad sandwich around; Went away for a year and a half  never forgot Al's chicken salad!',0.076666667,42.3593207,-71.0548687
Alex's Chimis,"'358 Centre.,Boston,MA,USA'",'A; B; C',"'I love their batata and plÌÁtano maduro! Kinda expensive sometimes especially when they don't fill plates; Batata frita and yuca; Chimis  half chicken; carnitas  yellow rice  batatas  and some of the best picked onions i've ever had. always enough for 2 meals.; Good old dominican fried food. It's only a pity they do not sell ""Presidente"" beer!'",0.032083333,42.3222409,-71.1076541
Alfredo's Italian Kitchen,"'243 Dorchester St.,Boston,MA,USA'",'A; B; C','The steak tips are delicious!; Ckn cutlet buffalo ckn salad or pizza grill ckn ceasar salad ckn steak shrimp ziti alfredo; Steak tips and peppers are our trusted choice here! http://bit.ly/1jl8f51; These guys are the best takeout/delivery option in Southie. Good food  good service.; Steak tips and peppers are the shit here! Pricey but lots of food per order.',0.31,42.3328298,-71.0513318
Allis Roti + Meat Market,"'1188 Blue Hill Ave.,Boston,MA,USA'",'A; B; C','',0,42.283748,-71.0912565
Amelia's Taqueria,"'180 Brighton Ave.,Boston,MA,USA'",'A; B; C','Chimichanga a must try!; Great and inexpensive Mexican food. Try the tortas. Delicious.; Aside from their hospitable  warm/welcoming & awesome staff  their food is the best Mexican/Hispanic food in all of boston. this coming from a cuban growing up in Los Angeles  New Jersey & Brooklyn.',0.437373737,42.3530424,-71.1336465
Amsterdam Cafe,"'483 E Broadway.,Boston,MA,USA'",'A; B; C','Call ahead or place your order online. It will take them 30+ mins to make a panini. 2 guys stood around on their cell phones. The counter girl stayed in the back. A customer left after waiting 10 mins; Get the Windmill!! It's the best!!; bla bla bla?; love will tear us apart; i'll b there',0.3,42.3352353,-71.0455201
Anchovies Restaurant,"'433 Columbus Ave.,Boston,MA,USA'",'A; B; C','Stuffy. Get a whole Boston cream pie for $45 instead of by the slice.; Issue #170 Saveur; Wings and Boston cream pie!; Elegant place to try the original Boston Cream Pie. Must to do!; Steak is better than Ruth's Chris across the street. Seriously  try it. You can do a fixed 3 course dinner for $38  includes the Boston cream pie dessert',0.154652778,42.3440216,-71.0778505
Anna's Taqueria,"'242 Cambridge St.,Boston,MA,USA'",'A; B; C','Burrito super; The super burrito is more than enough for breakfast.; Very bland. Food was clean but lacked flavor. Felt like I was eating hospital food.; CHILE VERDE ANYTHING.; Delish! But no booze',0.137222222,42.3609297,-71.0671098
Anshur Restauruant,"'291 Roxbury St.,Boston,MA,USA'",'A; B; C','Lamb shank with rice is amazing; best Ginger chai ! make u feel fresh.; Great food. Chicken Biryani is a delicious choice!; Totally foreign atmosphere  but I liked my rice dish (forget the name).; Get the tea!!!!!!',0.3775,42.3304142,-71.0942869
Anthony's @ Adams Village,"'789 Adams St.,Boston,MA,USA'",'A; B; C','It's very simple: Windy City for dinner  Eire Pub for beers afterwards.; Steve Morgan is a horrible mayor of Adams village.  We need to oust him.; Very nice Irish people.',-0.266666667,42.2832473,-71.0559502
Antico Forno,"'93 Salem St.,Boston,MA,USA'",'A; B; C','Their pasta kills me. SOOOO good! Anything with seafood in it is just perfect. Best of Napoli indeed!; The rumanian waitress was so rude to us... But the food was good; Best Italian food and pizza in Boston. Great bread and olive oil. Get the caprese and focaccina con caprino (focaccia flatbread with goat cheese  balsamic glaze  greens) as appetizers.; Muy Buena Pizz@.  la Caprichosa  la mejor; Lasagna of vegetables very good!!! But it's very warm inside  they don't have AC.',0.529666667,42.3637779,-71.0555443
Antonio's Italiano Cucina,"'286 Cambridge St.,Boston,MA,USA'",'A; B; C','Excellent cannoli! <3; Great food  love this place. Vodka sauce was awesome - fast and tasty.; The perfect go to Italian spot in beacon hill. Family run. No frills. Just delicious food. They also have the best cannoli in the city!; This is a fantastic place. The food is just as good or even better than some places in the North End. Sometimes you have to wait...well worth it. Great prices! Ask for Anthony C. Best waiter!; The food is awesome! Get the waiter; Anthony he was great with explaining the dishes and gave great suggestions.',0.778333333,42.3609998,-71.0681511
Antonio's Pizzeria,"'1508 Dorchester Ave.,Boston,MA,USA'",'A; B; C','The pizza! Duh! Oh and they are so friendly too...; Good Pizza. Good Customer Service.; Monday:11:00AM to12:00PMTuesday:11:00 AM to 12:00 PMWednesday: 11:00 AM to 12:00 PMThursday: 11:00 AM to 12:00 PMFriday: 11:00 AM to 12:00 PMSaturday: 11:00 AM to 12:00 PMSunday: 11:00 AM to 12:00 PM',0.233333333,42.2993781,-71.0600672
Appleton Bakery & Cafe,"'75 Dartmouth St.,Boston,MA,USA'",'A; B; C','Tantalizing baked goods; So many food options and DELICIOUS coffee.; Wifi = travelmug; Chicken Caesar wrap  nice comfortable seating area; Get the Muffaletta sandwich. Savory  satisfying and pairs well with any of their sweets.',0.276666667,42.3451309,-71.0748786
Aquitaine,"'569 Tremont St.,Boston,MA,USA'",'A; B; C','This place used to be one of my favorites. Went back today and the ambience  service and food were terrible. Never coming back here again; Crab cakes were excellent!; 11.95 Prix Fixe Brunch is awesome! Coffee  juice  cinnamon bun  and choice of omelette or crepe! Note: Aquitaine is now closed for 3 months for renovations!; Great brunch atmosphere. The waffles were the best.; Great 7 oysters for $7 happy hour',0.560833333,42.3437833,-71.0724315
Aramark At Houghton Mifflin,"'222 Berkeley St.,Boston,MA,USA'",'A; B; C','',0,42.350667,-71.0731944
Arboretum Grill,"'4021 Washington St.,Boston,MA,USA'",'A; B; C','I got their hummus and falafel - amazing.; This is my first meal in this place.Foods are awesome pizza and tenders are my favorite.before i ordered some food from this place  delivery really fast also.; Asked for chicken cutlet with lettuce  got chicken parm....awful.; First time here. Great staff  great food! Will be coming here more often! I got the southern burger and fries.',0.19,42.2919936,-71.122395
Archie's Place,"'227 Washington St.,Boston,MA,USA'",'A; B; C','Generous lunch portions and specials. The chicken cordon bleu  spicy fish and grilled salmon on rice or salad are all good.; Amazing lunch specials!; The salmon plate with rice pilaf and salad is the perfect satisfying but not food coma-inducing lunch.; The chicken kebabs with rice and salad are amazing. Get the to go box  even if you are eating there  you more food.',0.429166667,42.3018246,-71.0775917
Aris Barbeque,"'200 Faneuil Hall Market Pl.,Boston,MA,USA'",'A; B; C',"'This place is awful and overpriced. Dry  bland  heat lamp food passed off as ""barbecue"" to unsuspecting tourists. Plenty of better places in Quincy Market to eat.'",-0.183333333,42.3597994,-71.0544602
Arizona B B Q,"'2360 Washington St.,Boston,MA,USA'",'A; B; C','Chinese butcher shop. Great pre-boarding place to grab takeaway char siu and rice  before leaving from south station.',0.4,42.3293674,-71.0844591
Artu,"'6 Prince.,Boston,MA,USA'",'A; B; C','Great negroni. Ravioli was good but would have liked bigger portion. Bread was no good.; The music after 9pm; Great wine selection!; Has take out  bar  modern decor restaurant.; Excellent atmosphere! Great service  vongole pasta is to die for! Highly recommend this restaurant',0.454,42.3641456,-71.0537493
Ashmont Grill,"'555 Talbot Ave.,Boston,MA,USA'",'A; B; C','LOVE this place. Don't miss the train wreck fries. Or the lamb burger. Or the BEEF burger. Or the amazing kale salad....; Applewood Ribs; The Brussels sprouts are yummy!; The drinks are wonderful. Food was good. Parking was awful. Take the T and have more drinks!; They cook a mean steak!',0.098125,42.2860648,-71.0647658
Asian Garden Restaurant Inc.,"'28 Harrison Ave.,Boston,MA,USA'",'A; B; C','Service leaves much to be desired. Their spicy wings aren't spicy but very good (they're salt & pepper wings). Big portions and inexpensive. Beef chow foon lacked flavor & was too oily 3/5; All the food is good.; Katsu pork chop with curry; The Maggi flavored duck tongues are a must try. I order or every time I'm here.; Two words: chicken wings! Order the spicy chicken wings (tender on the inside and crispy on the outside) and the sticky rice stuffed chicken wings. Yum! Both are always a hit at parties.',0.109,42.3519404,-71.0610193
Asian House,"'99 Cambridge St.,Boston,MA,USA'",'A; B; C',"'They're Cambodian  but they cover the menus of Thailand  Vietnam and China.; Definitely an upgrade from previous occupant.; This used to be ""Beijing Taste.""'",-0.027777778,42.3825388,-71.0791988
Asian Thai Eatery Inc.,"'1064 River St.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.2588094,-71.1177451
Au Bon Pain,"'75 Francis St.,Boston,MA,USA'",'A; B; C','They just seem to be putting the labels out wherever they land if at all on the bagels lately.; Too crowded during lunch bcz every business person an their mother piles up here but good lunch food nonetheless; Staff is extra friendly!; I recommend the eggplant soup and black bean burger!; The bagels are good plain  but I you're going to add cream cheese try the veggie',0.133779762,42.3360887,-71.1067067
Au Bon Pain,"'17 Blackfan St.,Boston,MA,USA'",'A; B; C','They just seem to be putting the labels out wherever they land if at all on the bagels lately.; Too crowded during lunch bcz every business person an their mother piles up here but good lunch food nonetheless; Staff is extra friendly!; I recommend the eggplant soup and black bean burger!; The bagels are good plain  but I you're going to add cream cheese try the veggie',0.133779762,42.337394,-71.106273
Au Bon Pain,"'26 Park Plaza.,Boston,MA,USA'",'A; B; C','They just seem to be putting the labels out wherever they land if at all on the bagels lately.; Too crowded during lunch bcz every business person an their mother piles up here but good lunch food nonetheless; Staff is extra friendly!; I recommend the eggplant soup and black bean burger!; The bagels are good plain  but I you're going to add cream cheese try the veggie',0.133779762,42.3510123,-71.0679728
Au Bon Pain,"'431 Boylston St.,Boston,MA,USA'",'A; B; C','They just seem to be putting the labels out wherever they land if at all on the bagels lately.; Too crowded during lunch bcz every business person an their mother piles up here but good lunch food nonetheless; Staff is extra friendly!; I recommend the eggplant soup and black bean burger!; The bagels are good plain  but I you're going to add cream cheese try the veggie',0.133779762,42.3515392,-71.0729131
Au Bon Pain Store No. 41,"'800 Boylston St.,Boston,MA,USA'",'A; B; C','',0,42.348521,-71.0822975
Auntie Vie's Bakery & Cafe,"'480 Washington St.,Boston,MA,USA'",'A; B; C','Having tried the pineapple pie and coconut turnover  I knew Auntie Vie could make a mean dessert  but her lunches are just as impressive',0.34375,42.3487191,-71.1603762
Azama Grill,"'44 Harvard Ave.,Boston,MA,USA'",'A; B; C','Holds up to some of the best New York shawarma - well done Azama!; Everything is good! Kafta kebab plate is my favorite! All plates comes with hommus (the best)  rice and salad (cucumber salad with tomatoes and taboulleh on top. 10 stars!; The azama combo; They have really good beef and lamb Shawarma and the workers  are really nice. Cash only for $10 or less :); Awesome food (get lamb shawarma). The employees are super nice but some customers are annoying (except me  of course).',0.395295455,42.3545725,-71.1322728
B. Good,"'131 Dartmouth St.,Boston,MA,USA'",'A; B; C',"'Probably my favorite ""fast food"" place. Turkey burger (prepared west side)  fries and a side of crisp veggies  and I'm in my happy place.; Everything there can be gluten free! Incredible  local and delicious.; I'm addicted to the fries! Bowls are also delicious and can easily be made vegan. Don't come here during lunch time if you're in a rush  the orders take forever.; The El Guapo chicken sandwich is soooo good. Skip the curried avocado kale and quinoa bowl.; Double el guapo. Fresh and juicy with a side of real fries. 3.75/5'",0.313055556,42.3469178,-71.0750402
B.U. Warren Tower Cafe,"'700 Commonwealth Ave.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.349341,-71.1039816
B.U.Dining Srvices-1St Fl.,"'100 Bay State Rd.,Boston,MA,USA'",'A; B; C','',0,42.3497666,-71.0979066
Ba Le Fields Corner,"'1449 Dorchester Ave.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.301172,-71.060096
Babbo Pizzeria,"'11 Fan Pier Bl.,Boston,MA,USA'",'A; B; C',"'We had to sit in the bar area  because we did not have a reservation  which was no problem. So better get a reservation even on weekdays. Food  ambient and staff were excellent!; The food is awesome. We did the ""sharing"" thing and we're thrilled with everything we ordered.; Service was very good  not like others reviews  but for the price  the food was not that special.; The rigatoni pasta with eggplant was awful- pasta had no taste or flavor and they were not even cooked properly!!; We tried the goat cheese pistachio pizza with truffle honey and this was very good!!!'",0.536714286,42.352915,-71.0460679
Back Bay Harry's,"'142 Berkeley St.,Boston,MA,USA'",'A; B; C','Loved the lobster guacamole from restaurant week..yummyy; Good place for a quick business lunch with a widely enjoyed menu.; I had the breakfast egg platter  which was delicious. And it's a good price to.; Great cocktails _ÙÔÎ; Great brunch and friendly people. Close to Boston center and South end.',0.643888889,42.3487138,-71.0722817
Back Bay Social Club,"'867 Boylston St.,Boston,MA,USA'",'A; B; C','Good brunch. The mimosa is a little pricey. I recommend you go with one of the brunch cocktails.; Narragansett Del's Shandy on tap...; Scallops with lobster risotto...very tasty!; The wait staff was excellent and attentive.  The pizza is big enough to share with another person.; Great food and customer service!',0.32125,42.3487423,-71.0834529
Bamboo Restaurant,"'1616 Commonwealth Ave.,Boston,MA,USA'",'A; B; C','Stuffy. Get a whole Boston cream pie for $45 instead of by the slice.; Issue #170 Saveur; Wings and Boston cream pie!; Elegant place to try the original Boston Cream Pie. Must to do!; Steak is better than Ruth's Chris across the street. Seriously  try it. You can do a fixed 3 course dinner for $38  includes the Boston cream pie dessert',0.154652778,42.343229,-71.1427851
Banh Mi Ngon/Vietnamese Gourmet Sandwiches,"'1759 Centre St.,Boston,MA,USA'",'A; B; C','',0,42.2874942,-71.15064
Bani Restaurant,"'4541 Washington St.,Boston,MA,USA'",'A; B; C','Delicious Dominican Food!  Very nice servers.; For the record  NO PIZZA served here. Only GREAT DOMINICAN FOOD!!!!',0.695,42.2783531,-71.1372349
Barracuda Tavern,"'53 Bromfield St.,Boston,MA,USA'",'A; B; C','Enjoyed the lobster quesadilla and calamari. Good beer selection too. Atmosphere is casual.; Great little bar a bit off the beaten path.; Mickey is the man.; Wicked awesome dive.; Food: seafood linguine  disco fries  steak tips...I can go on. Everything's delicious. Great beer selection. 50 cent oysters on Sunday and Monday.',0.487916667,42.357039,-71.0606422
Bartlett Square Cafe,"'154 Green St.,Boston,MA,USA'",'A; B; C','Amazing breakfast  but expect a queue on weekends!; Get the French toast delight if you really really like fruit. The plate is a fruit salad on French toast! Fruit salad  yummy yummy; Moroccan Eggs are pretty good  especially with Omar's grilled mash!; Get a huge breakfast platter  or the even huger omelette. Throw in a side french toast or pancake  just for the heck of it. It's brunch  and you only live once.; Mike's staff will take great care of you. Get the French Toast delight with piles of fruit and homemade whipped buttercream. Half orders available!',0.310151515,42.3104844,-71.1065318
Basho Japanese Brasserie,"'1341 Boylston St.,Boston,MA,USA'",'A; B; C','Excellent service. I can't remember our server's name  but she was so nice and accommodating. Decent food  but they stopped serving wagyu beef about two months ago. Good option in the Fenway area.; I had a really great meal here. Split a sushi boat with a friend  had a phenomenal pork bun  and crushed a delicious Scorpion bowl   complete with a flaming shot of sambuca in the center.; a good range of sake & shochu - ŒÊ«_äÛ def. try plum wine!; The only spicy tuna rolls as good as Douzo!; Definitely try the Spicy Lobster Miso!',0.459166667,42.3446572,-71.0995726
Bean & Leaf Cafe,"'20 Custom House St.,Boston,MA,USA'",'A; B; C','I forgot the name of the sandwich it was turkey and sourdough bread with nice lettuce avocado and a very nice dressing with tomatoes it was great.; Thursday is chicken pot pie day!; The taco salad is perfect without any dressing. Don't ruin the yummy taco flavor!; Get the soup and sandwich; Get the white bean chicken chile. Good stuff!',0.213666667,42.3581038,-71.0533603
Beantown Hoagie,"'102 Water St.,Boston,MA,USA'",'A; B; C','#5 specialty sandwich!; Large sandwich portions and surprisingly good salads.; The #1 chicken sandwich is delicious. Awesome honey mustard and avocado.; Sandwiches; Chipotle 3 pepper sandwich is delicious',0.384761905,42.3581726,-71.0549454
Beantown Pho & Grill,"'272 Newbury St.,Boston,MA,USA'",'A; B; C','Veggie spring rolls with shrimp is the perfect appetizer; Pho is on point. Small place  but service is fast.; Pho ga was tasty  and music was lit.; Pretty good place. Tiny and a little pricey but nice menu selection. 4/5; The Tom yum pho was really good  as was the pho dac biet',0.3895,42.3491216,-71.0834316
Beantown Pub,"'100 Tremont St.,Boston,MA,USA'",'A; B; C','Burger and lobster roll were good enough to Warren a second visit; Good burger  but mediocre fries. Atmosphere a bit too frat party for my taste.; Great place to have a drink downtown Boston  the music was just aweful when we were there. Grab a Sam Adams and look across the street at Sam Adams grave.; Fish and chips was decent  service wasn't.; This would be my neighborhood bar if I lived downtown. Typical bar fare  but the beers are where it's at.',0.226666667,42.3568438,-71.0615914
Beijing Cafe,"'728 Commonwealth Ave.,Boston,MA,USA'",'A; B; C','Small and a little off putting but great dumplings.; They have a credit card minimum of $15... come with an appetite or come prepared with ca$h!; delicious food and vegetarian options; Best general tsaos chicken. Doesn't get cheaper than this.; Get the gen gaos chicken  they even have it in vegetarian! House fried rice is also amazing and the crab rangoons are to die for!',0.254166667,42.3496909,-71.1064212
Bella Vista,"'288 Hanover St.,Boston,MA,USA'",'A; B; C','I don't like food and service here. Not welcoming staff !; Big dishes  make sure you share  Bon AppÌ©tit!; Everything!!; We ended up here because it had no line. The portions are large and well priced   but the food was mediocre. Quick service.; Not great service  not great food  not great prices',-0.014325397,42.3640379,-71.0544931
Berkeley Perk Cafe,"'69 Berkeley St.,Boston,MA,USA'",'A; B; C','An underrated gem just across the bridge in the South End for cheap and delicious sandwiches and coffee.; Have the chai latte.. if you don't want sugar in it  let them know beforehand.; Really strong tuna melt. Maybe the best in the South End. Order the California Tuna Melt on ciabatta with cheddar cheese.; Bagels!  Great coffee!; The mocha rage _ÙÔç_ÙÔç_ÙÔç',0.483333333,42.3468079,-71.0706174
Berklee College Of Music,"'160 Massachusetts Ave.,Boston,MA,USA'",'A; B; C','DON'T LET THE MOON MEN TAKE YOU; SHOW ME DA CAR FAX  SHAQ.; DUNK THE COOKIES IN THE COFFEE FOR A FLAVOR EXPERIENCE YOU AIN'T NEVAH HAD!!!',0,42.3462238,-71.0869209
Bertucci's,"'1 Blackfan Cr.,Boston,MA,USA'",'A; B; C',"'Nice place  the food very delicious and their prices are reasonable; It was all below average  except the rolls.; Good few beers on tap and tasty food too. Try the Grilled Shrimp salad.; Ohh yeah _Ùª_; _Ï_µ„Å„â__ _À„Û„è__ ""___ü___ü _÷„â_¡_È_ü„è"" - _À___È____ _ü„â_¡_È„Î„è__„ _µ__  ____„Ä„Å____ _ü „Å„Ü„â____ :-)'",0.24,42.3383539,-71.1049218
Bertucci's Brick Oven Pizza,"'22 Merchants Ro.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.3593983,-71.0558269
Bertucci's Brickoven Pizzeria,"'533 Commonwealth Ave.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.3492583,-71.0966572
Best Barbecue Kitchen,"'86 Beach.,Boston,MA,USA'",'A; B; C','Chinese butcher shop. Great pre-boarding place to grab takeaway char siu and rice  before leaving from south station.',0.4,42.3510043,-71.0589047
Bibim Restaurant,"'166 Harvard Ave.,Boston,MA,USA'",'A; B; C','Stuffy. Get a whole Boston cream pie for $45 instead of by the slice.; Issue #170 Saveur; Wings and Boston cream pie!; Elegant place to try the original Boston Cream Pie. Must to do!; Steak is better than Ruth's Chris across the street. Seriously  try it. You can do a fixed 3 course dinner for $38  includes the Boston cream pie dessert',0.154652778,42.3515054,-71.1314451
Biddy Earlys,"'141 Pearl St.,Boston,MA,USA'",'A; B; C','The definition of a great dive bar in Boston in Biddy Early's.; Go for DJ Tanner.; If you happen to be in the area  just come hang out. It's cool.; Great dive bar  pretty packed on Friday night. If you are visiting the area  don't miss it; Try to get in on a game of darts or just enjoy a bucket of beers with your friends at this late night staple.',0.245,42.3546587,-71.0537456
Billy Tse Restaurant,"'240 Commercial St.,Boston,MA,USA'",'A; B; C','Service is great and fast. Feel like the food went a little down hill. Will still be going back.; The service was a little spotty  but it was a busy night. Portions are big - enough for leftovers. The spring roll and shrimp lo mein were both great.; You cannot go wrong with their weekday lunch specials which my dad and I enjoy all the time. Kat and Lauren are two good bartenders. Service is always excellent and food is always fresh and tasty.; Nothing like a Scorpion bowl and Pu Pu Platter; As of 1/18/13 they no longer accept Level Up!',0.130777778,42.363856,-71.0514454
Bishop's Mediterranean,"'70 Staniford St.,Boston,MA,USA'",'A; B; C','There falafel plate; Chicken shawarma  tabouli  and hummus was bomb. Get extra pickled radish and lemon ginger.; Grilled Kafta Kabob Plate is excellent. Comes with their excellent humus and salad or fries or rice.',0.233333333,42.3631455,-71.0643402
Bistro Du Midi,"'272 Boylston St.,Boston,MA,USA'",'A; B; C','Love the charcuterie here! But everything is delicious!; Try black sesame desert/icecream; Sit on the 2nd floor for a nice brunch overlooking the park. Croque monsieur was to die for. Very attentive staff.; Cozy  nice fireplace  excellent French food and an impressive wine list. A must try!; Croque monsieur !!',0.299833333,42.3519657,-71.0694932
Black Rose,"'160 State St.,Boston,MA,USA'",'A; B; C','Clam chowder was delicious and the service was amazing. They make you feel like home. I will be back next time I'm in Boston; Black and Tan  atmosphere and friendly people!; The breakfast is great! And the best part  you can have beer; NE Clam Chowder!!; Good potato skins  beer and atmosphere.',0.450208333,42.359437,-71.0537795
Blasi's Cafe,"'756 Adams St.,Boston,MA,USA'",'A; B; C','The food  the service and the people that work there!!; On the take out menu  be aware of the special bonus with hot/grilled sandwiches: they're served with a side of French fries.; Get the honey hots!; Have a Tucher (on tap!); try the honey hots. delicious app',0.24047619,42.2838094,-71.0553018
Bleacher Bar,"'70 Lansdowne St.,Boston,MA,USA'",'A; B; C','Best view  worst service. We were asked to wait 15 minutes for a table  we waited for 35 minutes  watching several other groups get seated before us even though they arrived later. Li'l Racist maybe?; Arrive early on game day to score a seat near the overhead to view the players warming up!; Great service; Yo  just don't take any pictures of the sign.; Good place to take Boston visitors since it has the best Fenway Park view. What's more is the comfort food is delicious here',0.303333333,42.3471765,-71.0973065
Blue Fuji,"'106 Cambridge St.,Boston,MA,USA'",'A; B; C','My favorite sushi spot in Medford!; Love that curried shrimp and their beef teriyaki is awesome; Great sushi  nice atmosphere  and friendly staff; AMAZING!! Turned me onto sushi.; order the beef chow foon or homemade udon noodles with chicken.',0.460833333,42.3610448,-71.0631847
Blue Hill Pizza,"'161 Blue Hill Ave.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.31929,-71.0779752
Blue Smoke Restaurant,"'1132 Blue Hill Ave.,Boston,MA,USA'",'A; B; C','Try the Albanian Omelet. DELICIOUS.; Great breakfast menu. Friendly staff.; Good food  good prices.  Sicilian omelet had a great combination of fillings and the coconut banana pancakes were tasty.; Cash only so be prepared.; The quietest table is by the drink fridge- in the corner',0.464166667,42.2855961,-71.0909099
Blue Star Restaurant,"'11 Corinth St.,Boston,MA,USA'",'A; B; C','Try the Albanian Omelet. DELICIOUS.; Great breakfast menu. Friendly staff.; Good food  good prices.  Sicilian omelet had a great combination of fillings and the coconut banana pancakes were tasty.; Cash only so be prepared.; The quietest table is by the drink fridge- in the corner',0.464166667,42.2865389,-71.1303503
Blue State Coffee,"'155 Seaport Bl.,Boston,MA,USA'",'A; B; C',"'The roasted turkey sandwich is incredible.; Cold brew coffee!; Mentality around coffee brewing and espresso is great but the baristas are inexperienced. Drinks are okay.; Iced Coffee helps get me through the workday; This is one of the best coffee shops in the Seaport. Great coffee  fresh (and organic) food and AMAZING staff. If you become a ""regular"" they'll remember your name or order. Check this place out!'",0.218,42.3496068,-71.042722
Boloco,"'569 Boylston St.,Boston,MA,USA'",'A; B; C','New England harvest salad is very good if you like squash and beets.; Try the Jimmy Carter smoothie.; Breakfast burritos.; Buffalo burrito  sub chicken for tofu. Great way for a vegetarian to get their buffalo fix!; Get the small bowl. They put the same amount of food in the large bowl  but it costs $2 extra',0.142850649,42.3506398,-71.0764819
Boloco,"'133 Federal St.,Boston,MA,USA'",'A; B; C','New England harvest salad is very good if you like squash and beets.; Try the Jimmy Carter smoothie.; Breakfast burritos.; Buffalo burrito  sub chicken for tofu. Great way for a vegetarian to get their buffalo fix!; Get the small bowl. They put the same amount of food in the large bowl  but it costs $2 extra',0.142850649,42.3542676,-71.05661
Bon Appetit Restaurant,"'1138 Blue Hill Ave.,Boston,MA,USA'",'A; B; C','No tips from Foursquare!',0,42.2855177,-71.0903534
