Name,Address,Grades,Tips,Sentiment,Latitude,Longitude 
Burger King No. 3483,"'1610 Vfw Pw.,Boston,MA,USA'",'A; B','',0,42.2659123,-71.1678795
Pizza Hut,"'950 Hyde Park Ave.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2669683,-71.1205415
The Wright Grill @ Geo. Wright Golf Course,"'420 West St.,Boston,MA,USA'",'A; B','Great course fun to play; George Wright Clubhouse; You will not find 5 successive holes better than #s 9-13.  Anywhere.; George Wright Golf Course was designed by the great Donald Ross as one of President Franklin Delano Roosevelt'sWorks Progress Administration (WPA) projects in the 1930s. The course is named in honor',0.4625,42.267391,-71.133501
Dunkin' Donuts,"'2290 Dorchester Ave.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2724389,-71.0677522
Foley Senior Residences,"'249 River St.,Boston,MA,USA'",'A; B','',0,42.2729007,-71.081728
Lower Mills Tavern,"'2269 Dorchester Ave.,Boston,MA,USA'",'A; B','Try the pork sliders the best in Boston - cochinita Pibil Mexican style great !',0.666666667,42.2729782,-71.0680677
Dunkin Donuts(Station Donuts),"'4610 Washington St.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2752092,-71.1395695
Dunkin' Donuts(C.A. Donuts),"'155 Spring St.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2764577,-71.1667873
Dunkin Donuts (Carney),"'2100 Dorchester Ave.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2774856,-71.0657391
Safari African Restaurant,"'1336 Blue Hill Ave.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2779721,-71.0931254
Pleasant Cafe,"'4511 Washington St.,Boston,MA,USA'",'A; B','The best pizza around and amazing prices.; Fabulous pizza!!! Only downside is that they don't deliver.; Pizza  pizza  pizza; Pizza is out of this world!!; Famous for the pizza but the chicken parm sandwich is really good.',0.278125,42.278783,-71.136801
Anna Hand Cut Donuts,"'2056 Centre St.,Boston,MA,USA'",'A; B','Freshly made donuts! Got the chocolate crunch and honey dip. Both were moist and melt in your mouth! Sweet donuts. Small place and cash only. 3.75/5; Mouth watering ! Wicked Pissah.; Best donuts around!; GOOD donuts & baked goods  coffee is a little weak for my taste but is always hot & fresh.',0.319921875,42.280071,-71.158124
Deno's Subs & Pizza,"'2040 Centre St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2802297,-71.158013
Corrib Pub And Restaurant,"'2030 Centre St.,Boston,MA,USA'",'A; B','All the breakfast food is good  especially eggs & hash  & omelettes...girls are surprisingly not big; Get the CBC or Chicken Curry 1/2 and 1/2. Best dishes hands down on the menu; They do a great job catering events; Mother fucking amazing chili  wicked spicy; The Corrib Pub  in Boston's Brighton neighborhood opened in 1969. It is named for Lough Corrib in Ireland and attracts many natives of County Galway who have settled in the area.',0.442962963,42.280819,-71.1578725
Stefano's Pizza,"'863 Washington St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2816054,-71.0713391
Morning Star Baptist Church,"'1257 Blue Hill Ave.,Boston,MA,USA'",'A; B','Great church!; My church is close to that place.; Bishop Borders rocks!!!',0.333333333,42.2822825,-71.0925053
Erie Pub,"'791 Adams St.,Boston,MA,USA'",'A; B','Burger and lobster roll were good enough to Warren a second visit; Good burger  but mediocre fries. Atmosphere a bit too frat party for my taste.; Great place to have a drink downtown Boston  the music was just aweful when we were there. Grab a Sam Adams and look across the street at Sam Adams grave.; Fish and chips was decent  service wasn't.; This would be my neighborhood bar if I lived downtown. Typical bar fare  but the beers are where it's at.',0.226666667,42.2831441,-71.0559646
Molinari's,"'789 Adams St.,Boston,MA,USA'",'A; B','Bologneseeeeeeee.',0,42.2832473,-71.0559502
West Napoli Pizza,"'1946 Centre St.,Boston,MA,USA'",'A; B','Pricey but good neighborhood. Pretty safe overall but parking is rough',0.27,42.2835279,-71.156761
Dunkin' Donuts (Legion Donuts),"'684 American Legion Hw.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.2835935,-71.112507
P S Gourmet Coffee,"'758 Adams St.,Boston,MA,USA'",'A; B','The Chocolate Covered Strawberries  the Nutty Irishman  & the Almond Joy are delicious!! Bring cash & don't be on your phone when ordering. They WILL skip you & take everyone else. Zero fucks given.; Vibe of a Dunkin Donuts serving cheap  large iced coffee as drinkable dessert! No wonder the Bostonians flock here.; Def not for those that dont have a sweet tooth. Still yummy  large portions  and cheap; Lines are long but very fast!!!!!; Grab a Bucket of the P.S. Special for a mocha cinnamon wake-me-up! Don't forget - they are cash only.',0.430059989,42.2838039,-71.0554793
Regal,"'686 Morton St.,Boston,MA,USA'",'A; B','Reclining seat  leather covers  ample space  craft beer  wines in a cooler; Choose the auditorium with reclining seats - they are so comfy! _Ÿ’›; the recliner seats are amazing and the tickets aren't even that much more; Very comfortable seats  and the largest basket of popcorn you can refill as many times  as you want; One pleasant surprise: a great selection of craft beer on tap.',0.365333333,42.2847475,-71.0920679
Eurest Dining Services@Mass Biologic Cafe,"'460 Walk Hill St.,Boston,MA,USA'",'A; B','',0,42.2847694,-71.1007823
Kentucky Fried Chicken,"'625 American Legion Hw.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2856156,-71.1109177
El Recreo Coffee & Roastene,"'1872 Centre St.,Boston,MA,USA'",'A; B','Cortadito mi amor! A small treasure spot that brews its own coffee in front of you! Nice place to work quietly too',0.275,42.2857725,-71.1553976
Subway (1868 Centre St.),"'1868 Centre St.,Boston,MA,USA'",'A; B','',0,42.285836,-71.1550357
Stash's Roslindale,"'330 Belgrade Ave.,Boston,MA,USA'",'A; B','Good price  the food always keep fresh; Everything is good here...like really. Pizza  steak bomb  pasta...everything. : ); The pizza is where its at - HUGE slices& tastes great! Def recommend; Their steak & cheese calzone is the bomb & their grilled chicken ceasar salad also is awesome!; There steak & cheese',0.373333333,42.285871,-71.145228
Effie's Kitchen,"'37 Poplar St.,Boston,MA,USA'",'A; B','Gyro  Spinach Pie',0,42.2860762,-71.1288537
Rustica Pizza,"'146 Belgrade Ave.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2862653,-71.1367285
Seven Star Street Bistro,"'153 Belgrade Ave.,Boston,MA,USA'",'A; B','Great food  but don't expect huge portions. Quality over quantity.; Anything on the wok menu can be made gluten free.  The staff is extremely friendly  even when I accidentally pick up food as they are closing.; Super super yum! Everything we ordered was fantastic!!!; Sticky sweet ribs are fantastic!; You have to order rice separately',0.384583333,42.2864431,-71.1369946
Frosty Freeze,"'530 Amer Legion Hw.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2872187,-71.1065745
Wendy's Properties,"'530 Amer Legion Hw.,Boston,MA,USA'",'A; B','Food is good  great place!; Come say hi to the little blonde cashier who runs register three. Don't be rude to the crew and as always enjoy fresh food fast.; Try bacanotor =D and burgers/drinks lot bigger then most other fast food; Tell Lorenca that her Florida husband sends his love and watch her smile!  :-)',0.423020833,42.2872187,-71.1065745
Checkmate Cafe,"'900 South St.,Boston,MA,USA'",'A; B',"'Greek salad. Grilled chicken salad. Roast beef sub. Tuna sub. Pizza. It's all good here! And the staff is really friendly.; If you love Thanksgiving grub  order ""The No Name Sub"".; if having buffalo tenders delivered  make sure to ask for blue cheese. 50% of the time they don't include it.'",0.304166667,42.2884426,-71.1348398
Friturilandia & Grill,"'962 Blue Hill Ave.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2908986,-71.0889468
The Proper Slice,"'547 Washington St.,Boston,MA,USA'",'A; B','The pizza is awesome.; The pizza slices are fantastic and pretty good value for the quality and size. The buffalo chicken slice is one of the best in the area and the potato bacon scallion slice is also delicious.; Sandwiches are huge  all the food is great  a slice is a FULL 1/4 pizza and the staff is super courteous. Try the Cuban!; Called in a pick up delivery 25 minutes ago  and when we arrived they hadn't even started it :(; Why are they closed so much recently?',0.237,42.2925772,-71.0720474
The Centre Bar,"'1664 Dorchester Ave.,Boston,MA,USA'",'A; B','Nice bar. Cheap drinks and many screens; It's a misnomer.; Go for the game watch specials and order the boneless wings; I've seen people do body shots here. This place can get wild- in a good way! Good music  some dancing  good drinks! Good crowd. Music was house music  a little top 40; Ã“timo ambiente',0.121785714,42.2935139,-71.0619516
Dunkin Donuts,"'855 Wm T Morrissey Bl.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.29366,-71.048166
Swiss House,"'820 Wm T Morrissey Bl.,Boston,MA,USA'",'A; B','The only good thing in the hotel is the location ... everything else much below average specially the services; Me gustÃ_ mucho xq es muy antiguo  de verdad sientes que estÃ¡s en el Ã©poca de la colonia. Muy buena ubicaciÃ_n y servicio.; boston cream pie; Get the Boston Cream Pie and Biscuits - they were invented here!; Great service from a friendly staff in an historic hotel. Excellent downtown location.',0.153035714,42.293875,-71.0462414
Harry's All American Breakfast,"'1410 Centre St.,Boston,MA,USA'",'A; B','Quick FYI: Harry's is closed for vacation until Saturday :-(. I learned the hard way  walking over to grab a bite  and there was a sign in the window.; Blueberry pancakes are yummy.; Corned beef hash is excellent!; Their phone number is  617-327-9256  delicioso.; Their breakfasts are so good   I hadn't tried their sandwiches...  I did today & the cranberry  walnut chicken salad is really good...',0.212916667,42.2939385,-71.1361877
Kelleher's Bar And Grille,"'1410 Centre St.,Boston,MA,USA'",'A; B','Cheap food cheap beer ... what's not to like; Great Buffalo Wing's & Fantastic steak tips. ..; Try the Old Bay wings. They're pretty awesome.',0.483333333,42.2939385,-71.1361877
A & N Pizza,"'1409 Centre St.,Boston,MA,USA'",'A; B','Burdick chocolate is the best chocolate ever !  They also have great hot chocolate  and cozy little stores that you can sit   chat and enjoy their delicious confections.; Best hot chocolate in the area!; Drinking chocolate is delish.; Ice chocolate is so good it tsates like a real cacao; Just get the dark hot chocolate  it is phenomenal. Great store for tasty gifts.',0.37875,42.2941396,-71.13673
J. P. Roti Shop,"'482 Washington St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.2946741,-71.0716932
Puritan Restaurant,"'735 William T Morrissey Bl.,Boston,MA,USA'",'A; B','Stuffy. Get a whole Boston cream pie for $45 instead of by the slice.; Issue #170 Saveur; Wings and Boston cream pie!; Elegant place to try the original Boston Cream Pie. Must to do!; Steak is better than Ruth's Chris across the street. Seriously  try it. You can do a fixed 3 course dinner for $38  includes the Boston cream pie dessert',0.154652778,42.295404,-71.0488881
Bruegger's,"'667 Vfw Pk.,Boston,MA,USA'",'A; B','Fantastic bagels! Try the veggie cream cheese _Ÿ˜ç; No speaka english and screw up simple bagel orders more often than not. Hire Americans that speak and understand English; Skip toasting your bagel when it's fresh out of the oven. Warm and deliciously crispy.; Blueberry bagel with cream cheese. I dare you.; What a sad excuse for a bagel. Dunkin Donuts have more authentic bagels than this joint.',0.274166667,42.2964126,-71.1570581
Hebrew Rehab Center,"'1200 Centre St.,Boston,MA,USA'",'A; B','Ask your therapist or contact Outpatient Scheduling about the Bioness  H200 Hand Rehabilitation System at this facility!',0,42.2967906,-71.1309782
Fireside Tavern,"'26 Hyde Park Ave.,Boston,MA,USA'",'A; B','Pinball machine is sorta busted.; My dad bartended here around 30 years ago  long before it became part of J.J. Foley chain.  Compared to other JP bars around at that time (Costello's  Galway House) the atmosphere hasn't changed much.; Epitome of a dive bar. Not a lot of beers on tap or things to look at. That said  if you are a local in need of the simple yet refreshing taste of PBR then head on down!; The red-headed stepchild of the three Foley's bars  but still a great place for cheap beer and Boston sports.; Erotic photo hunt.',0.276944444,42.2992329,-71.1137328
Boston Burger,"'1493 Dorchester Ave.,Boston,MA,USA'",'A; B','Aptly named the â€œ420 Burger â€ù this creation â€” which costs $4.20 at 4:20 p.m. â€” has mozzarella sticks  fried mac â€˜nâ€™ cheese  onion rings  fries  bacon  golden BBQ sauce  and American cheese. DAMN.; Not so great! I had a turkey burger and my husband had a kitchen sink burger  nothing special in either case  the sides  were some sad beans and crips... Probably won't come back; The mac attack is the ultimate burger... My mouth was watering just thinking about it....!!! Enjoy.; Good Burger and beer. What could be worse.; The Pig Pile is delicious and has excellent chip to cheese layering action _Ÿ˜_',0.312857143,42.2996337,-71.0605523
Spring House,"'44 Allandale St.,Boston,MA,USA'",'A; B','The only good thing in the hotel is the location ... everything else much below average specially the services; Me gustÃ_ mucho xq es muy antiguo  de verdad sientes que estÃ¡s en el Ã©poca de la colonia. Muy buena ubicaciÃ_n y servicio.; boston cream pie; Get the Boston Cream Pie and Biscuits - they were invented here!; Great service from a friendly staff in an historic hotel. Excellent downtown location.',0.153035714,42.2997991,-71.1309048
Dogwood Cafe,"'3712 Washington St.,Boston,MA,USA'",'A; B','Ask for their pizzas well done. It can get soggy.; Their Witch Hazel pizza (with shrimp) is awesome. Creme brulee can be hit or miss but generally worth it.; Brunch only; Prickly pear margaritas is delicious; Great burgers  good beers  and a little something for everyone.',0.4175,42.3001659,-71.1131702
Eugene O' Neills,"'3700 Washington St.,Boston,MA,USA'",'A; B','Fried Mac and cheese nuggets. Yup!; Ask for Ashling. She's usually there on Tuesday and Thursday. Great bartender! Sometime Saturday too.; Love this place; Incredible beer list  great service.; It's like a mini version of the Brendan Behan except they take cards and it's not pitch black.',0.311666667,42.3005197,-71.1127788
Grass Fed Forest Hills,"'3698 Washington St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.300553,-71.11269
The Atrium Cafe@Brigham & Womens Faulkner Hosp.,"'1153 Centre St.,Boston,MA,USA'",'A; B','Nicest cashier on the planet.',0,42.3016411,-71.1287817
Dunkin' Donuts,"'235 Washington St.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3016569,-71.0773961
Mikes Donut Shop,"'500 Arborway.,Boston,MA,USA'",'A; B','Make sure you go by 10am or the selection rapidly decreases!!; Breakfast sandwiches taste better than their donuts; Love their croissant sandwiches! They make the pastries fresh daily!; People told me their donuts r better than DD but I don't know... maybe bigger n more sugary.. breakfast sandwich was pretty good though; Delicious Egg & Cheese Sandwich',0.595916667,42.302555,-71.109556
Santo Domingo Restaurant,"'179 Washington St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.3034393,-71.0787559
Freeport Street Cafeteria,"'179 Freeport St.,Boston,MA,USA'",'A; B','Leo makes the best breakfast sandwichs!',1,42.3043458,-71.0555201
Jeanie Johnston Pub,"'144 South St.,Boston,MA,USA'",'A; B',"'""You want to go where everybody knows your name."" This is the Cheers of JP.; I can't figure out if I love the bartendar's sense of humor or hate it... The drinks are fine as is the service.; Great for creepy  local karaoke on Saturday night.; Great place for karaoke on a Saturday night :); There tends to be lots of chicks here on Sunday afternoons during football. Good luck guys.'",0.297777778,42.3050821,-71.1143964
Drinking Fountain,"'3520 Washington St.,Boston,MA,USA'",'A; B','One of the few authentic dives left in Boston.; Be sure to order an awesome burger at The Hidden Pearl when drinking here!; Check out Drinking Fountain as seen on Best Bars in America; You can bring in food from Burritos Pizzaria! No problemo.; Get there early to play pool  before the regulars take over.  The X-Rated martini is highly recommended.',0.332111111,42.3055343,-71.108178
Peggy O'Neil's Pub & Grille,"'1310 Dorchester Ave.,Boston,MA,USA'",'A; B','People are amazing and the bouncers are to die for!!!!; Must-try - salsa!; Don't do tumbles on the dance floor..in a skirt... Sry meg',0.333333333,42.3058945,-71.0588191
James's Gate,"'5 Mcbride St.,Boston,MA,USA'",'A; B','Good food and good walk.; A lively community spot.; Gift from the city of Taipei.; Find a spot to hang out for a while  many great restaurants serving bubble tea  ramen  and dim sum.; Great food options',0.420606061,42.3059505,-71.1144618
United House Of Prayer,"'206 Seaver.,Boston,MA,USA'",'A; B','Visit United House of Prayer for some of the best soul food in Boston. Lunch - with dessert and a drink - is only $12!',0.5,42.3078803,-71.0882584
Fish-N-Thingz,"'491B Blue Hill Ave.,Boston,MA,USA'",'A; B','I got the spicy Thai pizza  delicious. But the yogurt bar is basic set the same way as sweet frog down the street from it  but sweet frog has better selection I feel.; Great food from traditional meals to a pizza and salad bar! You also have a lower calorie section!; The Thai chicken wrap  yum yum :); Chicken Parm Panini will knock your socks off.; Chicken caesar salad wrap is amazing .. Make sure you get it without tomatos',0.041746032,42.3082989,-71.0833996
Dbar,"'1236 Dorchester Ave.,Boston,MA,USA'",'A; B',"'Yeah baby! Tea Dance is on!; William Kovel  chef of Catalyst Restaurant  eats here on his nights off. He loves the Penne Ã  la Bolognaise.; Try the Saint a light bourbon summer sip; Always grab the marg - they r good!  Burger and the penne are great as well!; The peppercorn encrusted tuna tartar with ""forbidden rice""? To die for. DITM'",0.2675,42.3083887,-71.0580296
Dunkin' Donuts,"'1236 Dorchester Ave.,Boston,MA,USA'",'A; B','Best place to stop on your way to the convention center for a coffee!; When you can't get a simple order like two donuts and two coffees right  something's wrong.; Don't bother asking for them to actually do anything less than simple.; The service is terrible; Hot chocolate and a glazed donut on a cold winter night.',-0.172896825,42.3083887,-71.0580296
Cafe 1221,"'1221 Dorchester Ave.,Boston,MA,USA'",'A; B','New VNese spot with everything you could want: great food  cÃ  phÃª  karaoke  beer  sake  tv's  pool...and a pimp named Tony.',0.468181818,42.30908,-71.05851
Savin Hill Yacht Club,"'400 William T Morrissey Bl.,Boston,MA,USA'",'A; B','Relaxing after a big lunch on the water',0,42.309645,-71.0436287
J P House Of Pizza,"'775 Centre St.,Boston,MA,USA'",'A; B','Pretty good pizza! Try the Greek pizza (w/o burger for veg)  great taste!; Use their website to easily place orders. Great pizzas.; Good pizza  free can of soda  free wifi. Thumbs up!; Good place to eat.; there is wifi.',0.47625,42.3100826,-71.1155049
La Rana Rossa,"'154 Green St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.3104844,-71.1065318
Edward Kennedy Museum Cafe,"'210 William T Morrissey Bl.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.3111548,-71.0455223
Van's Restaurant & Bar,"'1154 Dorchester Ave.,Boston,MA,USA'",'A; B','Stuffy. Get a whole Boston cream pie for $45 instead of by the slice.; Issue #170 Saveur; Wings and Boston cream pie!; Elegant place to try the original Boston Cream Pie. Must to do!; Steak is better than Ruth's Chris across the street. Seriously  try it. You can do a fixed 3 course dinner for $38  includes the Boston cream pie dessert',0.154652778,42.3112111,-71.0573049
Dunkin Donuts (Bay Road),"'684 Centre St.,Boston,MA,USA'",'A; B','Love dunkins; _Ÿ˜«I'm a coffee addict but the lines are nasty; Loved the pumpkin pie donut. Friendly staff. Quick service.; This place is great! My coffee is always on point!; Nothing bothers me more than when they don't put the cream cheese on the bagel. Make sure to vocalize that.',0.293888889,42.3118453,-71.1140659
Centre Street Cafe,"'669 Centre St.,Boston,MA,USA'",'A; B','Amazing atmosphere âù_ï¸èâù_ï¸è Great food too! Their chicken Parm is amazing  as well as the black garlic bucatini.; Best of Boston  Best Pasta 2016; The fried egg sandwich at brunch is fantastic.; Eggs Benedict; The Sunday brunches  particularly  are worth the long wait. dinner  dishes such as potato and mushroom stew  a Bombay curry stir-fry  and vegetables in a peanut sauce satisfy the meatless quest.',0.358166667,42.3125036,-71.1143365
Fort Hill Jerk Chicken,"'195 Quincy St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.3129671,-71.0752416
Cafe Beirut,"'650 Centre St.,Boston,MA,USA'",'A; B','Eggplant plate; Great veggie options and very cheap. Get the veggie combo and try 3 different dishes.; Tons of vegan options properly labeled including a dessert. Try the specials!; This place is awesome! Excellent falafel.; Acceptable  but not the best shawarma I've ever eaten.. the meat was generally dry and not very tasty.. not a certain comeback..',0.324309524,42.3131029,-71.1139257
Samosaman Exotic Food,"'196 Quincy St.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.3132151,-71.0743782
Coco's,"'3171 Washington St.,Boston,MA,USA'",'A; B','Great for week day birthday celebrations!; Try the Thug Passion.',0.5,42.3134754,-71.1008112
St. Mary's Ctr. For Women & Children,"'90 Cushing Ave.,Boston,MA,USA'",'A; B','',0,42.3139038,-71.0634264
St. Mary's Women And Children's Ctr.,"'90 Cushing Ave.,Boston,MA,USA'",'A; B','',0,42.3139038,-71.0634264
Ula Cafe,"'284 Amory St.,Boston,MA,USA'",'A; B','Get one of their pastries. I love the popovers.; Vegan friendly cafe; The guest sandwich is delicious.; Almond  soy milk available for 0.75$ extra. Do have vegan sweets.; Sweet potato sandwich is one of the best vegetarian sandwiches in the city!',0.55,42.3145192,-71.10371
Boston Globe Cafeteria,"'135 William T Morrissey Bl.,Boston,MA,USA'",'A; B','Great portion sizes!; Plan you time wisely. The Union guys hit the Cafeteria around 7am for their 15 min break; If you are looking for a cup of ice  they don't fill the ice machine until 7am.; The folks that work here are amazing. Friendly and helpful. Show your manner when you visit.; Ham and Cheese omelette is awesome. Skip the eggs and go for it!',0.6375,42.3155726,-71.0488811
Boston Globe Kiosk No. 2,"'135 William T Morrissey Bl.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.3155726,-71.0488811
Afc Sushi Bar @ Umass Boston,"'100 Wm T Morrissey Bl.,Boston,MA,USA'",'A; B','Less than average food and atmosphere. Food get to your table way too fast to be freshly cooked. Looks elsewhere if you can.; The Drunken Noodle here is indeed quite good!; Thai iced tea  pad Thai and drunken noodles all really good. Big portions.; I'm on the fence here. The lunch combo tofu tamarind was not good while the drunken noodles were absolutely the best I've had. And yes  a couple tiny flies had us swatting all through lunch.; 10% Discount for paying with cash.',0.296666667,42.315672,-71.0479068
Quinn Bldg./Umass Boston,"'100 Wm T Morrissey Bl.,Boston,MA,USA'",'A; B','The Quinn cafe closes early  so don't depend on it after 3 pm. There are vending machines if u r starving.; UL is nice and quite until those guys from IS show up; Sit in a booth on the UL to do your homework. It's quiet and there's lots of natural light. Plus  the Quinn Cafe is there in case you get hungry.',0.288888889,42.315672,-71.0479068
Sodexo U Mass Faculty Club,"'100 Wm T Morrissey Bl.,Boston,MA,USA'",'A; B','No tips from Foursquare!',0,42.315672,-71.0479068
B C High School (Faculty Food Serv.),"'150 William T Morrissey Bl.,Boston,MA,USA'",'A; B','',0,42.31609,-71.0466842
